tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
176057	Nestor notabilis	104404424	0	live	PRP4K	"N333_10186, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009925027.1	124	20660	plus	15	
128390	Nipponia nippon	104021908	0	live	PRP4K	"Y956_11899, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009057286.1	11310394	11331656	minus	15	
30419	Opisthocomus hoazin	104327420	0	live	PRP4K	"N306_15121, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009900690.1	801359	921539	minus	15	
36300	Pelecanus crispus	104024535	0	live	PRP4K	"N334_07871, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009058137.1	3110	21412	plus	14	
240206	Pterocles gutturalis	104465560	0	live	PRP4K	"N339_00838, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_010125663.1	39395	60558	minus	16	
9238	Pygoscelis adeliae	103919070	0	live	PRP4K	"AS28_04261, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_008825071.1	1904442	1925906	plus	15	
441894	Struthio camelus australis	104146110	0	live	PRP4K	"N308_04398, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_009271435.1	5001196	5026530	minus	18	
9172	Sturnus vulgaris	106850795	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		Un	NW_014650506.1	4855968	4881311	plus	18	
94827	Tinamus guttatus	104567848	0	live	PRP4K	"N309_02350, PRPF4B"	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|Serine/threonine-protein kinase PRP4|pre-mRNA processing factor 4B		Un	NW_010581602.1	29137	140795	minus	15	
44394	Zonotrichia albicollis	102068010	0	live	PRP4K	PRPF4B	pre-mRNA processing factor kinase PRP4K	serine/threonine-protein kinase PRP4 homolog|PRP4 pre-mRNA processing factor 4 homolog B|pre-mRNA processing factor 4B		Un	NW_005081542.1	6867526	6892488	plus	17	
8153	Haplochromis burtoni	102298087	0	live	prpf4bb	prpf4b	pre-mRNA processing factor 4Bb	pre-mRNA processing factor 4Bb|pre-mRNA processing factor 4B|serine/threonine-protein kinase PRP4 homolog		Un	NW_024582419.1	881944	891173	plus	16	
8208	Notothenia coriiceps	104960377	0	live	prpf4bb	prpf4b	pre-mRNA processing factor 4Bb	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		Un	NW_011334065.1	112611	122027	minus	16	
8128	Oreochromis niloticus	100696059	0	live	prpf4bb	prpf4b	pre-mRNA processing factor 4Bb	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		LG9	NC_031974.2	14014480	14023778	plus	16	
303518	Pundamilia nyererei	102214524	0	live	prpf4bb	prpf4b	pre-mRNA processing factor 4Bb	serine/threonine-protein kinase PRP4 homolog|pre-mRNA processing factor 4B		Un	NW_005187488.1	2000649	2010024	minus	16	
72105	Sebastes umbrosus	119480618	0	live	prpf4bb		pre-mRNA processing factor 4Bb	pre-mRNA processing factor 4Bb		21	NC_051289.1	6785316	6796735	plus	16	
9793	Equus asinus	106828646	0	live	RNMT		RNA guanine-7 methyltransferase	mRNA cap guanine-N7 methyltransferase		7	NC_052183.1	23363974	23390624	minus	11	
9798	Equus przewalskii	103555003	0	live	RNMT		RNA guanine-7 methyltransferase	mRNA cap guanine-N7 methyltransferase		Un	NW_007674075.1	283010	310897	plus	10	
9755	Physeter catodon	102975050	0	live	SP100		SP100 nuclear antigen	nuclear autoantigen Sp-100		2	NC_041215.1	130319947	130412779	plus	22	
61383	Lynx canadensis	115506004	0	live	SPAG1		sperm associated antigen 1	sperm-associated antigen 1		F2	NC_044320.2	37045450	37115286	minus	19	
7906	Acipenser ruthenus	117426992	0	live	tlk1a		tousled-like kinase 1a	serine/threonine-protein kinase tousled-like 1		11	NC_081199.1	32091176	32126845	plus	26	
219594	Aythya fuligula	116501665	0	live	WDR13		WD repeat domain 13	WD repeat-containing protein 13		Un	NW_022473997.1	81481	85973	plus	9	
6239	Caenorhabditis elegans	189107	0	live	W02B3.7	CELE_W02B3.7	Uncharacterized protein	Uncharacterized protein		III	NC_003281.10	686204	692033	minus	6	
202946	Apteryx mantelli mantelli	106489723	0	live	CASP8AP2		caspase 8 associated protein 2	CASP8-associated protein 2		Un	NW_013997149.1	6016707	6037537	plus	9	
50402	Charadrius vociferus	104288667	0	live	CASP8AP2	N301_04234	caspase 8 associated protein 2	CASP8-associated protein 2		Un	NW_009648955.1	5721555	5741157	plus	9	
54383	Eurypyga helias	104513530	0	live	CASP8AP2	N326_10443	caspase 8 associated protein 2	CASP8-associated protein 2		Un	NW_010266062.1	827	19949	plus	9	
188344	Leptosomus discolor	104345214	0	live	CASP8AP2	N330_01671	caspase 8 associated protein 2	CASP8-associated protein 2		Un	NW_009859909.1	641	21292	plus	9	
97097	Phaethon lepturus	104618384	0	live	CASP8AP2	N335_04239	caspase 8 associated protein 2	CASP8-associated protein 2		Un	NW_010511429.1	809	20477	plus	9	
9261	Tachyglossus aculeatus	119940719	0	live	CASP8AP2		caspase 8 associated protein 2	LOW QUALITY PROTEIN: CASP8-associated protein 2		19	NC_052084.1	33044895	33060367	plus	9	
146911	Gekko japonicus	107120944	0	live	CIR1		"corepressor interacting with RBPJ, CIR1"	"corepressor interacting with RBPJ 1|CBF1 (RBPJ) interacting corepressor 1|corepressor interacting with RBPJ, 1"		Un	NW_015174273.1	221364	255878	plus	10	
44394	Zonotrichia albicollis	102071288	0	live	CIR1		"corepressor interacting with RBPJ, CIR1"	"corepressor interacting with RBPJ 1|CBF1 (RBPJ) interacting corepressor 1|corepressor interacting with RBPJ, 1"		Un	NW_005081554.1	3972700	3994334	minus	10	
32536	Acinonyx jubatus	106971835	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		D1	NC_069390.1	47346516	47374167	minus	25	
279965	Antrostomus carolinensis	104525193	0	live	CTR9	N321_09393	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_010316420.1	25275	45865	minus	25	
57397	Apaloderma vittatum	104274915	0	live	CTR9	N311_09931	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_009719629.1	1107	16339	plus	24	
9233	Aptenodytes forsteri	103906774	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_008796218.1	7325291	7347348	plus	25	
100784	Balearica regulorum gibbericeps	104644096	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog		Un	NW_010742303.1	22	21159	plus	25	
175836	Buceros rhinoceros silvestris	104489100	0	live	CTR9	N320_06193	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_010398712.1	19976	38928	minus	24	
54380	Cariama cristata	104166499	0	live	CTR9	N322_06939	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_009632681.1	29468	50860	minus	25	
50402	Charadrius vociferus	104293197	0	live	CTR9	N301_04307	"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_009650173.1	132193	152538	plus	25	
187382	Chlamydotis macqueenii	104475940	0	live	CTR9	N324_07251	"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_010461858.1	922	22450	minus	25	
57412	Colius striatus	104552738	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		7	NC_084765.1	10633632	10654943	minus	25	
93934	Coturnix japonica	107314593	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		5	NC_029520.1	13019679	13038290	minus	25	
188379	Egretta garzetta	104123147	0	live	CTR9	Z169_01594	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_009259111.1	76164	107817	minus	25	
54383	Eurypyga helias	104515156	0	live	CTR9	N326_09098	"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_010272091.1	1871	19431	minus	24	
37040	Gavia stellata	104262485	0	live	CTR9	N328_00572	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		17	NC_082610.1	12353659	12375212	minus	25	
90247	Lagenorhynchus obliquidens	113625004	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_020837958.1	34480490	34505073	minus	25	
188344	Leptosomus discolor	104352806	0	live	CTR9	N330_09353	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_009883484.1	29263	40049	minus	16	
57421	Merops nubicus	103770303	0	live	CTR9	N331_04184	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_008599903.1	23842	42943	minus	25	
54374	Mesitornis unicolor	104548694	0	live	CTR9	N332_02465	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_010165904.1	29911	49863	minus	25	
291302	Miniopterus natalensis	107532295	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_015504400.1	1701237	1731448	plus	26	
13616	Monodelphis domestica	100021379	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	"RNA polymerase-associated protein CTR9 homolog|Ctr9, Paf1/RNA polymerase II complex component, homolog"		6	NC_077232.1	61556201	61584891	minus	24	
128390	Nipponia nippon	104009524	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_008999370.1	10013604	10035332	minus	26	
9708	Odobenus rosmarus divergens	101364458	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	"RNA polymerase-associated protein CTR9 homolog|Ctr9, Paf1/RNA polymerase II complex component, homolog"		Un	NW_004450296.1	3488823	3517062	plus	25	
9733	Orcinus orca	101278012	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	"RNA polymerase-associated protein CTR9 homolog|Ctr9, Paf1/RNA polymerase II complex component, homolog"		8	NC_064566.1	44839729	44864275	minus	24	
1230840	Orycteropus afer afer	103210801	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_006921601.1	7722458	7770555	plus	24	
36300	Pelecanus crispus	104034331	0	live	CTR9	N334_05984	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_009099259.1	22	21342	plus	25	
97097	Phaethon lepturus	104620098	0	live	CTR9	N335_12383	"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		Un	NW_010536624.1	2055	21825	plus	24	
9209	Phalacrocorax carbo	104042794	0	live	CTR9	N336_10387	"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog|RNA polymerase-associated protein CTR9		5	NC_087517.1	59830637	59852088	plus	25	
240206	Pterocles gutturalis	104460922	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog		Un	NW_010133780.1	25044	44016	minus	24	
9238	Pygoscelis adeliae	103920744	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	LOW QUALITY PROTEIN: RNA polymerase-associated protein CTR9 homolog		Un	NW_008825156.1	6931066	6952896	plus	25	
42254	Sorex araneus	101537484	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	"RNA polymerase-associated protein CTR9 homolog|Ctr9, Paf1/RNA polymerase II complex component, homolog"		6	NC_073307.1	112312584	112345884	plus	25	
9172	Sturnus vulgaris	106853232	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_014650537.1	3869212	3889547	plus	25	
94827	Tinamus guttatus	104566958	0	live	CTR9		"CTR9 homolog, Paf1/RNA polymerase II complex component"	RNA polymerase-associated protein CTR9 homolog		Un	NW_010576397.1	138971	159988	minus	26	
246437	Tupaia chinensis	102503094	0	live	CTR9	TREES_T100021180	"CTR9 homolog, Paf1/RNA polymerase II complex component"	"RNA polymerase-associated protein CTR9 homolog|CTR9, Paf1/RNA polymerase II complex component|RNA polymerase-associated protein CTR9 like protein"		Un	NW_006204627.1	2074051	2121128	minus	26	
56723	Labrus bergylta	109996869	0	live	dnmbp		dynamin binding protein	LOW QUALITY PROTEIN: dynamin-binding protein		Un	NW_018114803.1	244130	277340	minus	16	
1608454	Sinocyclocheilus anshuiensis	107691974	0	live	dysf		"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin-like		Un	NW_015542362.1	13844	36867	plus	17	
10181	Heterocephalus glaber	101722552	0	live	Fzd6		frizzled class receptor 6	frizzled-6|frizzled family receptor 6		Un	NW_004624763.1	19861837	19888626	plus	7	
9767	Balaenoptera acutorostrata	103008215	0	live	LYAR		Ly1 antibody reactive	cell growth-regulating nucleolar protein		5	NC_080068.1	106238264	106257077	minus	10	
10036	Mesocricetus auratus	101835062	0	live	Nphs2		"NPHS2 stomatin family member, podocin"	"podocin|NPHS2, podocin|nephrosis 2, idiopathic, steroid-resistant (podocin)"		Un	NW_024429266.1	35136011	35150885	minus	8	
35019	Thamnophis sirtalis	106545966	0	live	OLFML2A		olfactomedin like 2A	olfactomedin-like protein 2A		Un	NW_013658498.1	262759	270142	minus	5	
9407	Rousettus aegyptiacus	107520044	0	live	PCNX2	HJG63_015010	pecanex 2	pecanex-like protein 2|pecanex homolog 2		Un	NW_023416293.1	16508995	16672429	minus	34	
441366	Gouania willdenowi	114461286	0	live	phf10		PHD finger protein 10	PHD finger protein 10		3	NC_041046.1	22610802	22622547	plus	12	
63155	Archocentrus centrarchus	115782489	0	live	rbm15		RNA binding motif protein 15	LOW QUALITY PROTEIN: RNA-binding protein 15		7	NC_044352.1	21395265	21398037	minus	1	
8153	Haplochromis burtoni	102298467	0	live	rbm15		RNA binding motif protein 15	RNA-binding protein 15		Un	NW_024582370.1	3682851	3687644	minus	1	
106582	Maylandia zebra	101487563	0	live	rbm15		RNA binding motif protein 15	putative RNA-binding protein 15		LG20	NC_036799.1	3982530	3987332	minus	1	
32507	Neolamprologus brichardi	102786942	0	live	rbm15		RNA binding motif protein 15	RNA-binding protein 15		Un	NW_006272009.1	9731629	9736367	plus	1	
47969	Oreochromis aureus	116309770	0	live	rbm15		RNA binding motif protein 15	RNA-binding protein 15		20	NC_052961.1	21304063	21311784	minus	1	
8128	Oreochromis niloticus	100711649	0	live	rbm15		RNA binding motif protein 15	RNA-binding protein 15		LG20	NC_031984.2	21075819	21084513	minus	1	
8167	Perca flavescens	114558910	0	live	rbm15	EPR50_G00077380	RNA binding motif protein 15	RNA-binding protein 15		7	NC_041337.1	20795837	20800533	minus	1	
303518	Pundamilia nyererei	102195871	0	live	rbm15		RNA binding motif protein 15	putative RNA-binding protein 15		Un	NW_005187450.1	55613	60434	minus	1	
144197	Stegastes partitus	103368046	0	live	rbm15		RNA binding motif protein 15	putative RNA-binding protein 15		Un	NW_007577755.1	647242	655451	plus	2	
8897	Chaetura pelagica	104384955	0	live	SENP7	M959_00331	SUMO specific peptidase 7	sentrin-specific protease 7|SUMO1/sentrin specific peptidase 7|Sentrin-specific protease 7		Un	NW_009952564.1	2651552	2692863	minus	23	
8036	Salvelinus alpinus	111959884	0	live	sf3b1		"splicing factor 3b, subunit 1"	splicing factor 3B subunit 1		LG36	NC_036875.1	34484363	34502110	minus	24	
9711	Halichoerus grypus	118523265	0	live	SPAG1		sperm associated antigen 1	LOW QUALITY PROTEIN: sperm-associated antigen 1		Un	NW_023402062.1	652871	721283	minus	19	
59472	Pipistrellus kuhlii	118719168	0	live	STOX1	mPipKuh1_016821	storkhead box 1	storkhead-box protein 1		Un	NW_023425460.1	11897145	11947176	minus	4	
38674	Onychomys torridus	118581889	0	live	Tmc2		transmembrane channel like 2	transmembrane channel-like protein 2		4	NC_050446.1	104567241	104659859	plus	20	
8663	Notechis scutatus	113426994	0	live	UVRAG		UV radiation resistance associated	UV radiation resistance-associated gene protein		Un	NW_020717175.1	63916	153245	plus	15	
8673	Pseudonaja textilis	113440385	0	live	UVRAG		UV radiation resistance associated	UV radiation resistance-associated gene protein		Un	NW_020769341.1	102363	193052	minus	14	
8364	Xenopus tropicalis	100488564	0	live	dysf		dysferlin	"dysferlin|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		1	NC_030677.2	15271995	15476518	minus	58	
60711	Chlorocebus sabaeus	119619667	0	live	FRG2		FSHD region gene 2	LOW QUALITY PROTEIN: protein FRG2		Un	NW_023666037.1	116206544	116207813	minus	3	
9565	Theropithecus gelada	112624408	0	live	FRG2		FSHD region gene 2	LOW QUALITY PROTEIN: protein FRG2		5	NC_037672.1	186833149	186835505	minus	5	
9597	Pan paniscus	100977532	0	live	FRG2C		FSHD region gene 2 family member C	protein FRG2-like-2		2	NC_085926.1	75791628	75797804	plus	4	
9598	Pan troglodytes	740293	0	live	FRG2C	CK820_G0055844	FSHD region gene 2 family member C	protein FRG2-like-2		2	NC_086015.1	79920950	79946191	plus	5	
9555	Papio anubis	101025036	0	live	FRG2C		FSHD region gene 2 family member C	LOW QUALITY PROTEIN: protein FRG2-like-2		3	NC_044978.1	184894623	184898394	minus	4	
9823	Sus scrofa	100517774	0	live	HHIPL2		HHIP like 2	"HHIP-like protein 2|TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa"		10	NC_010452.4	11315847	11345043	minus	11	
